send_offset,event_offset,id,delay,content
53.2374,52.9527,8200,0.2847,Log_8200
53.2378,52.7137,8175,0.5241,Log_8175
53.2399,53.1568,8223,0.0831,Log_8223
53.2634,52.7138,8176,0.5496,Log_8176
53.2671,53.1880,8227,0.0791,Log_8227
53.2937,50.4662,7884,2.8275,Log_7884
53.3377,53.0412,8210,0.2964,Log_8210
53.3570,53.0256,8207,0.3314,Log_8207
53.3999,53.0338,8209,0.3661,Log_8209
53.4098,52.3693,8137,1.0405,Log_8137
53.4150,53.2389,8233,0.1761,Log_8233
53.4154,52.8722,8194,0.5432,Log_8194
53.4233,53.0662,8213,0.3571,Log_8213
53.4269,52.8607,8191,0.5662,Log_8191
53.4271,53.1065,8217,0.3207,Log_8217
53.4273,53.1762,8226,0.2511,Log_8226
53.4373,53.2199,8231,0.2175,Log_8231
53.4633,53.2683,8238,0.1950,Log_8238
53.4647,53.3213,8244,0.1434,Log_8244
53.4930,53.2350,8232,0.2580,Log_8232
53.5032,53.1722,8225,0.3310,Log_8225
53.5100,52.8548,8190,0.6552,Log_8190
53.5154,52.9785,8201,0.5369,Log_8201
53.5285,53.2414,8235,0.2870,Log_8235
53.5313,52.7302,8178,0.8011,Log_8178
53.5358,53.3201,8243,0.2157,Log_8243
53.5426,52.4583,8142,1.0842,Log_8142
53.5512,52.1803,8115,1.3709,Log_8115
53.5593,51.6638,8054,1.8955,Log_8054
53.5632,52.9836,8202,0.5796,Log_8202
53.5695,53.4730,8261,0.0965,Log_8261
53.5808,52.9325,8199,0.6484,Log_8199
53.5986,53.0924,8216,0.5061,Log_8216
53.6074,52.5374,8153,1.0700,Log_8153
53.6183,53.1409,8219,0.4775,Log_8219
53.6278,53.2878,8240,0.3401,Log_8240
53.6434,51.2452,7996,2.3982,Log_7996
53.6467,53.2142,8230,0.4324,Log_8230
53.6548,52.6133,8163,1.0415,Log_8163
53.6707,53.0429,8211,0.6277,Log_8211
53.6832,53.4258,8256,0.2574,Log_8256
53.6905,52.9956,8205,0.6949,Log_8205
53.6988,53.0275,8208,0.6713,Log_8208
53.7021,53.1716,8224,0.5305,Log_8224
53.7072,53.4132,8254,0.2940,Log_8254
53.7166,53.1537,8221,0.5629,Log_8221
53.7189,53.4485,8258,0.2704,Log_8258
53.7318,53.5489,8268,0.1828,Log_8268
53.7579,53.1497,8220,0.6082,Log_8220
53.7606,53.2819,8239,0.4787,Log_8239
53.7608,52.0488,8099,1.7120,Log_8099
53.7659,53.6671,8284,0.0987,Log_8284
53.7662,52.3430,8132,1.4232,Log_8132
53.7670,53.4229,8255,0.3442,Log_8255
53.7725,53.3039,8241,0.4686,Log_8241
53.7764,53.3687,8251,0.4077,Log_8251
53.7778,53.5415,8266,0.2363,Log_8266
53.7947,53.2409,8234,0.5538,Log_8234
53.7949,53.6897,8286,0.1052,Log_8286
53.8275,53.6002,8272,0.2273,Log_8272
53.8310,51.4162,8020,2.4148,Log_8020
53.8351,53.0914,8214,0.7437,Log_8214
53.8369,51.7583,8063,2.0786,Log_8063
53.8389,53.3174,8242,0.5215,Log_8242
53.8459,53.2573,8236,0.5887,Log_8236
53.8516,53.5641,8270,0.2875,Log_8270
53.8554,53.5427,8267,0.3127,Log_8267
53.8565,53.4643,8260,0.3922,Log_8260
53.8619,53.6241,8276,0.2377,Log_8276
53.8678,53.7197,8288,0.1481,Log_8288
53.8797,53.4094,8253,0.4703,Log_8253
53.8829,52.4453,8140,1.4376,Log_8140
53.8893,53.2050,8229,0.6843,Log_8229
53.8947,53.6455,8281,0.2491,Log_8281
53.9001,52.8074,8184,1.0927,Log_8184
53.9197,53.8116,8293,0.1081,Log_8293
53.9251,53.3531,8249,0.5719,Log_8249
53.9300,53.3996,8252,0.5304,Log_8252
53.9396,53.6338,8277,0.3058,Log_8277
53.9479,53.6077,8273,0.3402,Log_8273
53.9586,53.5158,8264,0.4427,Log_8264
53.9642,53.3611,8250,0.6031,Log_8250
53.9772,53.8240,8294,0.1532,Log_8294
53.9812,53.3350,8245,0.6462,Log_8245
54.0040,53.3507,8248,0.6533,Log_8248
54.0240,52.9872,8203,1.0368,Log_8203
54.0334,53.1260,8218,0.9073,Log_8218
54.0458,53.6415,8279,0.4043,Log_8279
54.0544,53.4484,8257,0.6059,Log_8257
54.0578,53.8619,8301,0.1959,Log_8301
54.0628,53.8612,8300,0.2016,Log_8300
54.0752,53.9130,8304,0.1623,Log_8304
54.0753,53.7811,8291,0.2941,Log_8291
54.0776,53.2613,8237,0.8163,Log_8237
54.0854,53.6422,8280,0.4432,Log_8280
54.0867,54.0367,8319,0.0500,Log_8319
54.0905,53.9602,8310,0.1303,Log_8310
54.1070,53.9371,8308,0.1699,Log_8308
54.1098,53.0917,8215,1.0180,Log_8215
54.1107,53.9970,8315,0.1137,Log_8315
54.1525,53.9206,8306,0.2320,Log_8306
54.1636,53.7241,8289,0.4394,Log_8289
54.1716,54.1216,8333,0.0500,Log_8333
54.1759,53.3438,8247,0.8320,Log_8247
54.1977,53.9436,8309,0.2541,Log_8309
54.2215,54.0504,8321,0.1711,Log_8321
54.2268,53.6474,8282,0.5795,Log_8282
54.2342,53.9136,8305,0.3206,Log_8305
54.2354,53.8477,8297,0.3877,Log_8297
54.2412,53.9878,8311,0.2533,Log_8311
54.2481,53.5664,8271,0.6818,Log_8271
54.2624,54.1392,8334,0.1232,Log_8334
54.2836,53.8354,8296,0.4482,Log_8296
54.2921,49.1102,7680,5.1819,Log_7680
54.3006,54.0228,8317,0.2778,Log_8317
54.3085,53.5108,8263,0.7977,Log_8263
54.3108,53.6584,8283,0.6525,Log_8283
54.3265,54.0758,8326,0.2507,Log_8326
54.3283,51.9620,8092,2.3663,Log_8092
54.3475,52.7003,8171,1.6472,Log_8171
54.3491,53.8536,8298,0.4955,Log_8298
54.3668,53.8818,8302,0.4849,Log_8302
54.3676,54.1039,8329,0.2637,Log_8329
54.3718,53.9910,8312,0.3808,Log_8312
54.3837,54.0675,8324,0.3163,Log_8324
54.3871,54.2769,8341,0.1102,Log_8341
54.3878,53.9914,8313,0.3964,Log_8313
54.3924,53.8289,8295,0.5635,Log_8295
54.3933,54.0581,8323,0.3351,Log_8323
54.3948,54.2645,8338,0.1303,Log_8338
54.4063,54.3255,8344,0.0808,Log_8344
54.4211,53.5164,8265,0.9048,Log_8265
54.4506,54.0797,8328,0.3709,Log_8328
54.4649,52.8352,8187,1.6297,Log_8187
54.4734,53.9342,8307,0.5393,Log_8307
54.4735,54.1053,8330,0.3682,Log_8330
54.4779,54.3225,8342,0.1554,Log_8342
54.4862,54.0564,8322,0.4297,Log_8322
54.4908,53.3408,8246,1.1500,Log_8246
54.5301,53.1965,8228,1.3335,Log_8228
54.5422,54.1177,8332,0.4245,Log_8332
54.5624,54.1972,8335,0.3652,Log_8335
54.5682,54.2350,8337,0.3331,Log_8337
54.5908,54.2707,8339,0.3201,Log_8339
54.6009,54.0786,8327,0.5223,Log_8327
54.6032,53.8929,8303,0.7102,Log_8303
54.6143,54.4369,8353,0.1774,Log_8353
54.6182,54.0379,8320,0.5802,Log_8320
54.6429,54.4951,8361,0.1478,Log_8361
54.6588,53.5553,8269,1.1035,Log_8269
54.6736,54.2711,8340,0.4025,Log_8340
54.6808,54.2343,8336,0.4466,Log_8336
54.6876,54.5457,8365,0.1419,Log_8365
54.7175,54.3874,8348,0.3301,Log_8348
54.7224,54.3909,8349,0.3314,Log_8349
54.7224,54.5237,8364,0.1987,Log_8364
54.7266,52.9888,8204,1.7378,Log_8204
54.7398,54.1055,8331,0.6342,Log_8331
54.7412,52.9960,8206,1.7451,Log_8206
54.7649,53.7838,8292,0.9811,Log_8292
54.7737,54.5549,8368,0.2188,Log_8368
54.7752,54.4627,8358,0.3126,Log_8358
54.7945,54.4537,8356,0.3407,Log_8356
54.8024,54.4677,8359,0.3347,Log_8359
54.8046,54.4407,8354,0.3639,Log_8354
54.8264,54.5150,8363,0.3114,Log_8363
54.8282,54.7142,8381,0.1140,Log_8381
54.8509,54.0007,8316,0.8502,Log_8316
54.8662,54.0712,8325,0.7950,Log_8325
54.8719,54.3240,8343,0.5479,Log_8343
54.8763,54.6836,8378,0.1927,Log_8378
54.9139,54.0361,8318,0.8778,Log_8318
54.9384,54.7963,8391,0.1421,Log_8391
54.9546,54.8272,8395,0.1275,Log_8395
54.9566,54.8305,8396,0.1262,Log_8396
54.9645,54.5853,8373,0.3793,Log_8373
54.9729,54.3755,8347,0.5974,Log_8347
55.0387,54.7640,8386,0.2747,Log_8386
55.0396,53.0514,8212,1.9882,Log_8212
55.0545,54.8071,8393,0.2474,Log_8393
55.0553,54.9747,8408,0.0806,Log_8408
55.0659,54.9867,8409,0.0793,Log_8409
55.0696,54.7770,8388,0.2926,Log_8388
55.0746,54.9546,8405,0.1199,Log_8405
55.1265,54.5847,8372,0.5418,Log_8372
55.1332,54.7795,8389,0.3537,Log_8389
55.1353,54.4081,8350,0.7271,Log_8350
55.1381,55.0619,8413,0.0762,Log_8413
55.1538,53.6762,8285,1.4775,Log_8285
55.1549,54.4488,8355,0.7061,Log_8355
55.1619,54.7973,8392,0.3646,Log_8392
55.1678,54.9337,8403,0.2342,Log_8403
55.1805,54.8733,8398,0.3073,Log_8398
55.1866,55.0766,8415,0.1100,Log_8415
55.1965,54.5658,8370,0.6307,Log_8370
55.2141,54.7549,8383,0.4592,Log_8383
55.2565,53.7153,8287,1.5412,Log_8287
55.2617,54.8835,8399,0.3782,Log_8399
55.3143,55.0401,8412,0.2742,Log_8412
55.3234,54.6419,8376,0.6815,Log_8376
55.3242,54.5842,8371,0.7400,Log_8371
55.3267,54.6673,8377,0.6594,Log_8377
55.3370,54.3553,8346,0.9816,Log_8346
55.3401,55.0007,8411,0.3395,Log_8411
55.3408,54.4135,8351,0.9274,Log_8351
55.3441,54.9596,8406,0.3845,Log_8406
55.3483,55.2143,8425,0.1340,Log_8425
55.3520,54.4299,8352,0.9221,Log_8352
55.3539,55.2526,8432,0.1013,Log_8432
55.3628,53.9946,8314,1.3682,Log_8314
55.3684,53.7268,8290,1.6416,Log_8290
55.3739,54.9315,8402,0.4424,Log_8402
55.3761,54.6404,8375,0.7357,Log_8375
55.3975,54.9487,8404,0.4487,Log_8404
55.4085,54.9733,8407,0.4351,Log_8407
55.4106,54.8098,8394,0.6008,Log_8394
55.4276,55.0985,8419,0.3291,Log_8419
55.4354,54.7410,8382,0.6944,Log_8382
55.4429,55.0801,8416,0.3627,Log_8416
55.4502,54.5500,8367,0.9002,Log_8367
55.4531,55.2293,8429,0.2238,Log_8429
55.4676,55.0806,8417,0.3871,Log_8417
55.4679,54.7554,8384,0.7124,Log_8384
55.4750,55.3722,8449,0.1028,Log_8449
55.4813,54.9307,8401,0.5507,Log_8401
55.4842,54.6373,8374,0.8469,Log_8374
55.4845,54.9014,8400,0.5832,Log_8400
55.4865,55.3233,8440,0.1632,Log_8440
55.4871,55.1843,8422,0.3028,Log_8422
55.5000,54.5612,8369,0.9388,Log_8369
55.5022,55.3676,8444,0.1346,Log_8444
55.5093,55.0921,8418,0.4172,Log_8418
55.5245,55.3674,8443,0.1571,Log_8443
55.5318,54.7758,8387,0.7560,Log_8387
55.5368,55.4523,8454,0.0845,Log_8454
55.5429,54.7595,8385,0.7834,Log_8385
55.5464,54.5477,8366,0.9987,Log_8366
55.5469,55.2744,8436,0.2725,Log_8436
55.5471,55.3124,8439,0.2347,Log_8439
55.5569,55.4289,8453,0.1279,Log_8453
55.5757,55.1036,8420,0.4722,Log_8420
55.5887,55.3720,8447,0.2167,Log_8447
55.5964,55.3293,8441,0.2670,Log_8441
55.5988,53.6114,8275,1.9874,Log_8275
55.6174,54.6855,8379,0.9319,Log_8379
55.6290,55.3721,8448,0.2569,Log_8448
55.6505,55.4230,8452,0.2276,Log_8452
55.6632,55.2001,8423,0.4632,Log_8423
55.6791,55.4991,8459,0.1800,Log_8459
55.6815,55.2411,8430,0.4404,Log_8430
55.6839,54.4704,8360,1.2136,Log_8360
55.6856,55.2536,8433,0.4320,Log_8433
55.7113,55.2026,8424,0.5087,Log_8424
55.7136,55.2185,8427,0.4951,Log_8427
55.7148,55.1695,8421,0.5453,Log_8421
55.7481,55.5905,8468,0.1577,Log_8468
55.7641,55.0646,8414,0.6995,Log_8414
55.7747,55.3770,8450,0.3977,Log_8450
55.7849,54.9952,8410,0.7898,Log_8410
55.7866,55.6809,8481,0.1057,Log_8481
55.7932,55.6222,8473,0.1710,Log_8473
55.8021,55.4570,8456,0.3451,Log_8456
55.8038,55.4839,8457,0.3200,Log_8457
55.8107,55.7365,8490,0.0743,Log_8490
55.8188,55.7639,8491,0.0549,Log_8491
55.8296,55.6428,8476,0.1869,Log_8476
55.8406,55.4941,8458,0.3465,Log_8458
55.8458,52.7901,8183,3.0557,Log_8183
55.8548,55.3712,8446,0.4836,Log_8446
55.8623,55.6374,8475,0.2249,Log_8475
55.8870,55.6504,8478,0.2366,Log_8478
55.8928,55.5565,8463,0.3363,Log_8463
55.9032,55.6460,8477,0.2572,Log_8477
55.9178,55.2992,8438,0.6187,Log_8438
55.9311,55.6225,8474,0.3086,Log_8474
55.9378,55.2160,8426,0.7218,Log_8426
55.9449,55.5778,8467,0.3670,Log_8467
55.9508,55.8599,8506,0.0909,Log_8506
55.9551,55.7314,8489,0.2237,Log_8489
55.9771,55.7204,8486,0.2567,Log_8486
55.9879,55.3595,8442,0.6284,Log_8442
55.9991,54.3505,8345,1.6486,Log_8345
56.0038,53.6082,8274,2.3955,Log_8274
56.0283,54.4984,8362,1.5299,Log_8362
56.0327,55.5965,8469,0.4362,Log_8469
56.0349,55.5986,8470,0.4363,Log_8470
56.0435,55.5728,8466,0.4707,Log_8466
56.0522,55.8889,8509,0.1633,Log_8509
56.0550,55.8581,8505,0.1969,Log_8505
56.0593,55.7243,8487,0.3350,Log_8487
56.0757,55.7928,8495,0.2828,Log_8495
56.0765,55.2682,8435,0.8083,Log_8435
56.1181,55.6568,8479,0.4613,Log_8479
56.1195,55.9211,8513,0.1984,Log_8513
56.1433,55.5230,8460,0.6203,Log_8460
56.1573,56.0077,8523,0.1496,Log_8523
56.1780,56.0117,8525,0.1663,Log_8525
56.1862,55.8165,8500,0.3697,Log_8500
56.1868,56.0986,8532,0.0883,Log_8532
56.1908,55.8401,8503,0.3507,Log_8503
56.1913,55.9499,8514,0.2414,Log_8514
56.1951,55.8282,8501,0.3668,Log_8501
56.1984,55.7766,8492,0.4218,Log_8492
56.1996,55.5419,8462,0.6577,Log_8462
56.1996,55.6920,8483,0.5077,Log_8483
56.2014,56.0755,8529,0.1259,Log_8529
56.2024,55.9067,8512,0.2957,Log_8512
56.2107,55.9512,8515,0.2595,Log_8515
56.2395,55.9709,8518,0.2686,Log_8518
56.2424,56.0418,8526,0.2006,Log_8526
56.2439,55.6880,8482,0.5559,Log_8482
56.2441,56.1643,8539,0.0799,Log_8539
56.2483,56.0113,8524,0.2370,Log_8524
56.2551,55.9601,8516,0.2950,Log_8516
56.2568,56.0717,8528,0.1851,Log_8528
56.2610,55.5297,8461,0.7313,Log_8461
56.2750,55.7976,8496,0.4774,Log_8496
56.2916,55.9949,8522,0.2966,Log_8522
56.3039,55.7275,8488,0.5764,Log_8488
56.3099,56.2458,8545,0.0641,Log_8545
56.3260,55.3913,8451,0.9347,Log_8451
56.3260,55.7838,8494,0.5422,Log_8494
56.3489,55.8614,8507,0.4875,Log_8507
56.3606,55.8459,8504,0.5147,Log_8504
56.3717,55.4533,8455,0.9184,Log_8455
56.3823,55.2420,8431,1.1403,Log_8431
56.3864,55.7998,8497,0.5866,Log_8497
56.3924,56.3291,8551,0.0633,Log_8551
56.4003,55.8954,8511,0.5049,Log_8511
56.4025,55.6664,8480,0.7361,Log_8480
56.4186,56.3057,8550,0.1128,Log_8550
56.4200,56.1589,8537,0.2611,Log_8537
56.4398,56.2333,8544,0.2065,Log_8544
56.4400,55.7102,8485,0.7298,Log_8485
56.4660,55.8932,8510,0.5729,Log_8510
56.4836,55.8378,8502,0.6459,Log_8502
56.4968,56.4309,8561,0.0658,Log_8561
56.4969,56.3354,8553,0.1615,Log_8553
56.5053,55.9897,8521,0.5155,Log_8521
56.5122,56.2577,8546,0.2545,Log_8546
56.5378,55.8768,8508,0.6610,Log_8508
56.5481,56.2968,8549,0.2513,Log_8549
56.5514,56.2792,8547,0.2722,Log_8547
56.5853,56.4957,8568,0.0896,Log_8568
56.5856,55.5679,8465,1.0176,Log_8465
56.5897,56.1768,8541,0.4130,Log_8541
56.5944,56.5272,8572,0.0673,Log_8572
56.5949,56.4137,8559,0.1812,Log_8559
56.6034,56.4865,8566,0.1168,Log_8566
56.6086,55.9783,8519,0.6302,Log_8519
56.6113,56.2923,8548,0.3190,Log_8548
56.6266,56.2241,8543,0.4025,Log_8543
56.6363,56.3615,8555,0.2748,Log_8555
56.6390,56.0985,8531,0.5405,Log_8531
56.6469,56.0925,8530,0.5544,Log_8530
56.6570,55.2264,8428,1.4306,Log_8428
56.6686,56.5881,8578,0.0804,Log_8578
56.6707,55.8121,8499,0.8586,Log_8499
56.6830,56.3579,8554,0.3251,Log_8554
56.6833,56.4330,8562,0.2504,Log_8562
56.6875,56.1315,8535,0.5560,Log_8535
56.6892,56.3338,8552,0.3554,Log_8552
56.7030,56.5469,8574,0.1561,Log_8574
56.7212,56.1628,8538,0.5584,Log_8538
56.7234,56.6033,8580,0.1201,Log_8580
56.7246,56.5463,8573,0.1783,Log_8573
56.7596,56.1847,8542,0.5748,Log_8542
56.7617,55.6020,8471,1.1597,Log_8471
56.7737,56.4494,8564,0.3244,Log_8564
56.7813,56.6761,8586,0.1052,Log_8586
56.7814,55.9851,8520,0.7963,Log_8520
56.7961,56.3943,8556,0.4018,Log_8556
56.8057,55.6971,8484,1.1086,Log_8484
56.8122,55.9683,8517,0.8439,Log_8517
56.8128,54.7956,8390,2.0172,Log_8390
56.8141,56.6367,8583,0.1774,Log_8583
56.8247,55.7834,8493,1.0413,Log_8493
56.8333,56.7437,8598,0.0895,Log_8598
56.8373,56.7340,8596,0.1033,Log_8596
56.8635,56.3956,8557,0.4680,Log_8557
56.8679,55.2928,8437,1.5751,Log_8437
56.8742,56.1708,8540,0.7034,Log_8540
56.8747,56.4981,8569,0.3766,Log_8569
56.8823,56.7348,8597,0.1475,Log_8597
56.9425,56.4907,8567,0.4518,Log_8567
56.9596,56.6827,8587,0.2769,Log_8587
56.9699,56.4098,8558,0.5601,Log_8558
56.9719,56.6334,8582,0.3384,Log_8582
56.9746,56.5952,8579,0.3794,Log_8579
56.9762,56.7336,8595,0.2427,Log_8595
56.9783,56.8777,8617,0.1006,Log_8617
56.9961,56.7583,8600,0.2378,Log_8600
57.0205,56.7049,8592,0.3157,Log_8592
57.0366,56.4402,8563,0.5964,Log_8563
57.0369,56.7647,8601,0.2722,Log_8601
57.0457,56.5144,8570,0.5313,Log_8570
57.0565,54.8479,8397,2.2086,Log_8397
57.0593,56.6943,8589,0.3650,Log_8589
57.0721,56.6992,8590,0.3729,Log_8590
57.1007,56.8322,8611,0.2685,Log_8611
57.1033,55.8058,8498,1.2975,Log_8498
57.1078,56.7674,8602,0.3404,Log_8602
57.1376,56.9849,8625,0.1527,Log_8625
57.1397,56.9339,8619,0.2058,Log_8619
57.1421,56.7048,8591,0.4373,Log_8591
57.1474,56.7069,8593,0.4406,Log_8593
57.1850,56.8534,8614,0.3317,Log_8614
57.1861,55.2629,8434,1.9232,Log_8434
57.2015,56.9504,8622,0.2511,Log_8622
57.2028,55.3684,8445,1.8344,Log_8445
57.2211,56.9599,8623,0.2612,Log_8623
57.2214,57.0825,8632,0.1389,Log_8632
57.2237,54.6876,8380,2.5361,Log_8380
57.2306,57.1009,8636,0.1297,Log_8636
57.2372,57.0396,8629,0.1977,Log_8629
57.2437,56.6911,8588,0.5526,Log_8588
57.2450,56.7299,8594,0.5151,Log_8594
57.2454,56.5832,8577,0.6622,Log_8577
57.2704,56.5610,8575,0.7093,Log_8575
57.2725,56.8434,8613,0.4291,Log_8613
57.2878,57.1868,8646,0.1010,Log_8646
57.2888,57.1170,8641,0.1717,Log_8641
57.2950,55.5639,8464,1.7311,Log_8464
57.3026,57.1625,8644,0.1400,Log_8644
57.3083,56.9405,8620,0.3678,Log_8620
57.3126,57.0038,8628,0.3088,Log_8628
57.3136,56.4293,8560,0.8843,Log_8560
57.3299,57.2799,8655,0.0500,Log_8655
57.3398,56.9338,8618,0.4060,Log_8618
57.3438,56.8690,8616,0.4748,Log_8616
57.3538,57.1837,8645,0.1701,Log_8645
57.3624,56.8084,8608,0.5540,Log_8608
57.3944,57.2090,8648,0.1854,Log_8648
57.4177,57.1457,8643,0.2720,Log_8643
57.4540,56.8084,8607,0.6456,Log_8607
57.4587,57.3387,8661,0.1200,Log_8661
57.4636,56.7841,8603,0.6795,Log_8603
57.4746,57.1031,8637,0.3715,Log_8637
57.4799,57.0868,8634,0.3931,Log_8634
57.4822,56.6689,8585,0.8133,Log_8585
57.4883,56.4827,8565,1.0056,Log_8565
57.4951,56.8157,8610,0.6794,Log_8610
57.4975,56.9631,8624,0.5344,Log_8624
57.5235,57.3853,8666,0.1382,Log_8666
57.5335,57.0722,8630,0.4613,Log_8630
57.5405,56.7942,8605,0.7463,Log_8605
57.5513,57.3615,8662,0.1898,Log_8662
57.5581,57.2175,8650,0.3407,Log_8650
57.5599,57.2107,8649,0.3492,Log_8649
57.5614,57.0862,8633,0.4752,Log_8633
57.5666,57.4747,8675,0.0919,Log_8675
57.5992,56.8101,8609,0.7892,Log_8609
57.5996,57.4093,8669,0.1903,Log_8669
57.6051,57.1034,8638,0.5017,Log_8638
57.6067,57.3723,8664,0.2344,Log_8664
57.6397,57.3627,8663,0.2771,Log_8663
57.6418,57.2223,8651,0.4195,Log_8651
57.6560,56.9861,8626,0.6699,Log_8626
57.6604,56.5242,8571,1.1362,Log_8571
57.6639,56.8024,8606,0.8614,Log_8606
57.6753,56.6492,8584,1.0260,Log_8584
57.6781,57.6159,8685,0.0622,Log_8685
57.6793,56.5796,8576,1.0996,Log_8576
57.6811,53.1553,8222,4.5258,Log_8222
57.7196,57.2756,8653,0.4440,Log_8653
57.7312,57.5743,8683,0.1569,Log_8683
57.7407,57.5014,8677,0.2394,Log_8677
57.7600,56.1257,8534,1.6343,Log_8534
57.7607,57.4573,8673,0.3035,Log_8673
57.7616,57.5456,8682,0.2160,Log_8682
57.7731,57.6756,8693,0.0975,Log_8693
57.7769,57.4640,8674,0.3130,Log_8674
57.7916,57.4192,8670,0.3724,Log_8670
57.8019,57.5455,8681,0.2563,Log_8681
57.8153,57.0870,8635,0.7283,Log_8635
57.8432,57.4347,8671,0.4085,Log_8671
57.8503,57.7129,8697,0.1374,Log_8697
57.8594,57.6665,8690,0.1929,Log_8690
57.8680,57.3298,8660,0.5382,Log_8660
57.8815,57.3267,8659,0.5547,Log_8659
57.8824,57.3159,8658,0.5665,Log_8658
57.8987,57.7576,8705,0.1412,Log_8705
57.9080,57.7451,8703,0.1630,Log_8703
57.9092,57.6622,8689,0.2471,Log_8689
57.9093,56.9870,8627,0.9223,Log_8627
57.9116,57.7881,8709,0.1234,Log_8709
57.9151,57.4990,8676,0.4161,Log_8676
57.9168,57.3843,8665,0.5326,Log_8665
57.9332,57.6503,8687,0.2830,Log_8687
57.9397,57.6700,8692,0.2697,Log_8692
57.9524,56.7500,8599,1.2025,Log_8599
57.9552,57.7396,8701,0.2157,Log_8701
57.9562,57.8057,8713,0.1505,Log_8713
57.9568,57.7728,8706,0.1841,Log_8706
57.9772,57.6532,8688,0.3239,Log_8688
58.0006,57.2523,8652,0.7484,Log_8652
58.0149,57.7441,8702,0.2707,Log_8702
58.0175,57.8101,8715,0.2074,Log_8715
58.0242,57.6826,8694,0.3415,Log_8694
58.0295,57.6902,8695,0.3393,Log_8695
58.0307,57.8334,8717,0.1973,Log_8717
58.0579,57.7889,8710,0.2690,Log_8710
58.0610,57.1141,8640,0.9469,Log_8640
58.0693,57.9973,8732,0.0719,Log_8732
58.0735,57.5245,8680,0.5490,Log_8680
58.0840,57.7874,8708,0.2966,Log_8708
58.0855,57.8997,8724,0.1858,Log_8724
58.0895,57.0748,8631,1.0147,Log_8631
58.0940,57.3046,8657,0.7894,Log_8657
58.0955,57.7147,8698,0.3807,Log_8698
58.0997,57.5195,8679,0.5802,Log_8679
58.0998,57.8555,8720,0.2443,Log_8720
58.1193,57.6690,8691,0.4503,Log_8691
58.1332,57.8085,8714,0.3247,Log_8714
58.1429,57.7227,8699,0.4202,Log_8699
58.1457,57.7286,8700,0.4171,Log_8700
58.1712,57.9243,8727,0.2469,Log_8727
58.1936,57.2771,8654,0.9166,Log_8654
58.1971,58.0927,8738,0.1044,Log_8738
58.2078,57.2996,8656,0.9081,Log_8656
58.2111,57.6986,8696,0.5125,Log_8696
58.2139,57.8014,8712,0.4125,Log_8712
58.2467,57.4062,8668,0.8405,Log_8668
58.2492,58.1722,8749,0.0771,Log_8749
58.2605,57.8442,8719,0.4164,Log_8719
58.2704,56.0570,8527,2.2133,Log_8527
58.2870,58.2201,8754,0.0669,Log_8754
58.3043,58.1207,8743,0.1836,Log_8743
58.3212,58.0932,8739,0.2280,Log_8739
58.3220,56.8402,8612,1.4818,Log_8612
58.3484,58.2438,8757,0.1046,Log_8757
58.3537,57.8880,8722,0.4657,Log_8722
58.3560,58.1342,8746,0.2218,Log_8746
58.3621,58.2006,8752,0.1615,Log_8752
58.3624,58.1132,8742,0.2492,Log_8742
58.3625,56.7899,8604,1.5726,Log_8604
58.3627,58.1331,8745,0.2296,Log_8745
58.3657,57.6144,8684,0.7513,Log_8684
58.3719,57.9894,8731,0.3825,Log_8731
58.3760,57.1180,8642,1.2580,Log_8642
58.3810,56.1228,8533,2.2581,Log_8533
58.3864,58.2847,8762,0.1017,Log_8762
58.4067,57.7463,8704,0.6604,Log_8704
58.4125,58.1525,8748,0.2601,Log_8748
58.4242,57.9363,8728,0.4879,Log_8728
58.4390,58.1044,8741,0.3345,Log_8741
58.4432,58.2639,8759,0.1793,Log_8759
58.4438,58.2677,8761,0.1760,Log_8761
58.4676,57.8302,8716,0.6374,Log_8716
58.4765,58.0988,8740,0.3777,Log_8740
58.4874,58.0197,8734,0.4677,Log_8734
58.4984,58.3388,8767,0.1596,Log_8767
58.5037,58.2201,8753,0.2836,Log_8753
58.5207,57.9169,8726,0.6038,Log_8726
58.5365,57.8350,8718,0.7016,Log_8718
58.5444,58.3607,8771,0.1837,Log_8771
58.5754,58.4511,8777,0.1243,Log_8777
58.5795,58.4377,8775,0.1418,Log_8775
58.5833,58.2220,8755,0.3614,Log_8755
58.5915,57.9580,8730,0.6335,Log_8730
58.5938,57.9454,8729,0.6484,Log_8729
58.6072,58.4574,8782,0.1498,Log_8782
58.6173,58.3213,8765,0.2960,Log_8765
58.6221,57.8779,8721,0.7442,Log_8721
58.6479,58.3749,8773,0.2730,Log_8773
58.6555,58.4604,8783,0.1951,Log_8783
58.6604,58.1511,8747,0.5093,Log_8747
58.6723,58.3030,8764,0.3694,Log_8764
58.6734,58.4404,8776,0.2329,Log_8776
58.6759,57.4476,8672,1.2283,Log_8672
58.6849,58.5755,8797,0.1094,Log_8797
58.6929,57.9085,8725,0.7844,Log_8725
58.7086,58.2320,8756,0.4766,Log_8756
58.7129,58.3350,8766,0.3779,Log_8766
58.7147,58.0018,8733,0.7128,Log_8733
58.7212,58.4794,8787,0.2418,Log_8787
58.7243,58.1328,8744,0.5915,Log_8744
58.7275,58.6420,8804,0.0855,Log_8804
58.7465,58.5158,8791,0.2307,Log_8791
58.7785,58.6995,8809,0.0789,Log_8809
58.7891,58.5013,8789,0.2879,Log_8789
58.7893,58.6284,8803,0.1609,Log_8803
